"data_source","correlation_id","name","mac_manufacturer","mac_address","ip_address","netmask","dhcp_enabled","manufacturer_id","data_token","is_deleted"
"SCCM","SCCM_SERIALSC20010BDNACORP\BDNASC20010","vmxnet3 Ethernet Adapter","VMware, Inc.","00:50:56:AA:50:57","10.264.52.210","255.255.255.0","0","","7932496990","false"
"SCCM","SCCM_SERIALSC20011BDNACORP\BDNASC20011","Intel(R) 82579LM Gigabit Network Connection","Intel","B8:CA:3A:74:01:AC","10.264.52.211","255.255.255.0","1","","7932496990","false"
"SCCM","SCCM_SERIALSC20011BDNACORP\BDNASC20011","RAS Async Adapter","Microsoft","20:41:53:59:4E:FF","10.264.52.211","255.255.255.0","0","","7932496990","false"
"SCCM","SCCM_SERIALSC20011BDNACORP\BDNASC20011","VMware Virtual Ethernet Adapter for VMnet1","VMware, Inc.","00:50:56:C0:00:01","10.264.52.211","255.255.255.0","0","","7932496990","false"
"SCCM","SCCM_SERIALSC20011BDNACORP\BDNASC20011","VMware Virtual Ethernet Adapter for VMnet8","VMware, Inc.","00:50:56:C0:00:08","10.264.52.211","255.255.255.0","0","","7932496990","false"
"SCCM","SCCM_SERIALSC20012BDNACORP\BDNASC20012","vmxnet3 Ethernet Adapter","VMware, Inc.","00:50:56:AA:3F:76","10.264.52.212","255.255.255.0","0","","7932496990","false"
"SCCM","SCCM_SERIALSC20013BDNACORP\BDNASC20013","VMware Accelerated AMD PCNet Adapter","VMware, Inc.","00:50:56:A0:06:F4","10.264.52.213","255.255.255.0","0","","7932496990","false"
"SCCM","SCCM_SERIALSC20013BDNACORP\BDNASC20013","WAN Miniport (PPPOE)","Microsoft","33:50:6F:45:30:30","10.264.52.213","255.255.255.0","0","","7932496990","false"
"SCCM","SCCM_SERIALSC20013BDNACORP\BDNASC20013","WAN Miniport (PPTP)","Microsoft","50:50:54:50:30:30","10.264.52.213","255.255.255.0","0","","7932496990","false"
"SCCM","SCCM_SERIALSC20014BDNACORP\BDNASC20014","Intel(R) 82579LM Gigabit Network Connection","Intel","2C:27:D7:2E:EA:24","10.264.52.214","255.255.255.0","1","","7932496990","false"
"SCCM","SCCM_SERIALSC20014BDNACORP\BDNASC20014","RAS Async Adapter","Microsoft","20:41:53:59:4E:FF","10.264.52.214","255.255.255.0","0","","7932496990","false"
"SCCM","SCCM_SERIALSC20015BDNACORP\BDNASC20015","Intel(R) 82579LM Gigabit Network Connection","Intel","2C:41:38:9E:23:96","10.264.52.215","255.255.255.0","1","","7932496990","false"
"SCCM","SCCM_SERIALSC20015BDNACORP\BDNASC20015","Intel(R) Gigabit CT2 Desktop Adapter","Intel","00:1B:21:C0:02:9F","10.264.52.215","255.255.255.0","1","","7932496990","false"
"SCCM","SCCM_SERIALSC20015BDNACORP\BDNASC20015","RAS Async Adapter","Microsoft","20:41:53:59:4E:FF","10.264.52.215","255.255.255.0","0","","7932496990","false"
"SCCM","SCCM_SERIALSC20016BDNACORP\BDNASC20016","Intel(R) 82579LM Gigabit Network Connection","Intel","2C:41:38:AB:18:F8","10.264.52.216","255.255.255.0","1","","7932496990","false"
"SCCM","SCCM_SERIALSC20016BDNACORP\BDNASC20016","Intel(R) Gigabit CT2 Desktop Adapter","Intel","00:1B:21:C0:77:A3","10.264.52.216","255.255.255.0","1","","7932496990","false"
"SCCM","SCCM_SERIALSC20016BDNACORP\BDNASC20016","RAS Async Adapter","Microsoft","20:41:53:59:4E:FF","10.264.52.216","255.255.255.0","0","","7932496990","false"
"SCCM","SCCM_SERIALSC20017BDNACORP\BDNASC20017","vmxnet3 Ethernet Adapter","VMware, Inc.","00:50:56:AA:7F:04","10.264.52.217","255.255.255.0","0","","7932496990","false"
"SCCM","SCCM_SERIALSC20018BDNACORP\BDNASC20018","Intel(R) 82566DM-2 Gigabit Network Connection","Intel","00:21:5A:2C:A2:42","10.264.52.218","255.255.255.0","1","","7932496990","false"
"SCCM","SCCM_SERIALSC20018BDNACORP\BDNASC20018","RAS Async Adapter","Microsoft","20:41:53:59:4E:FF","10.264.52.218","255.255.255.0","0","","7932496990","false"
"SCCM","SCCM_SERIALSC20019BDNACORP\BDNASC20019","vmxnet3 Ethernet Adapter","VMware, Inc.","00:50:56:AA:28:40","10.264.52.219","255.255.255.0","0","","7932496990","false"
"SCCM","SCCM_SERIALSC20020BDNACORP\BDNASC20020","vmxnet3 Ethernet Adapter","VMware, Inc.","00:50:56:AA:08:5C","10.264.52.220","255.255.255.0","0","","7932496990","false"
"SCCM","SCCM_SERIALSC20021BDNACORP\BDNASC20021","Intel(R) 82579LM Gigabit Network Connection","Intel","34:17:EB:96:55:F2","10.264.52.221","255.255.255.0","1","","7932496990","false"
"SCCM","SCCM_SERIALSC20021BDNACORP\BDNASC20021","RAS Async Adapter","Microsoft","20:41:53:59:4E:FF","10.264.52.221","255.255.255.0","0","","7932496990","false"
"SCCM","SCCM_SERIALSC20022BDNACORP\BDNASC20022","Intel(R) 82579LM Gigabit Network Connection","Intel","F8:B1:56:CD:D0:E5","10.264.52.222","255.255.255.0","1","","7932496990","false"
"SCCM","SCCM_SERIALSC20022BDNACORP\BDNASC20022","RAS Async Adapter","Microsoft","20:41:53:59:4E:FF","10.264.52.222","255.255.255.0","0","","7932496990","false"
"SCCM","SCCM_SERIALSC20023BDNACORP\BDNASC20023","vmxnet3 Ethernet Adapter","VMware, Inc.","00:50:56:AA:55:84","10.264.52.223","255.255.255.0","0","","7932496990","false"
"SCCM","SCCM_SERIALSC20024BDNACORP\BDNASC20024","vmxnet3 Ethernet Adapter","VMware, Inc.","00:50:56:AA:5D:4B","10.264.52.224","255.255.255.0","0","","7932496990","false"
"SCCM","SCCM_SERIALSC20025BDNACORP\BDNASC20025","vmxnet3 Ethernet Adapter","VMware, Inc.","00:50:56:AA:2C:30","10.264.52.225","255.255.255.0","0","","7932496990","false"
"SCCM","SCCM_SERIALSC20026BDNACORP\BDNASC20026","Intel(R) 82579LM Gigabit Network Connection","Intel","2C:41:38:A9:65:17","10.264.52.226","255.255.255.0","1","","7932496990","false"
"SCCM","SCCM_SERIALSC20026BDNACORP\BDNASC20026","Intel(R) Gigabit CT2 Desktop Adapter","Intel","00:1B:21:C0:76:47","10.264.52.226","255.255.255.0","1","","7932496990","false"
"SCCM","SCCM_SERIALSC20026BDNACORP\BDNASC20026","RAS Async Adapter","Microsoft","20:41:53:59:4E:FF","10.264.52.226","255.255.255.0","0","","7932496990","false"
"SCCM","SCCM_SERIALSC20027BDNACORP\BDNASC20027","Intel(R) 82579LM Gigabit Network Connection","Intel","B8:CA:3A:72:EE:34","10.264.52.227","255.255.255.0","1","","7932496990","false"
"SCCM","SCCM_SERIALSC20027BDNACORP\BDNASC20027","RAS Async Adapter","Microsoft","20:41:53:59:4E:FF","10.264.52.227","255.255.255.0","0","","7932496990","false"
"SCCM","SCCM_SERIALSC20028BDNACORP\BDNASC20028","Intel(R) Ethernet Connection I217-LM","Intel","98:90:96:DA:58:A1","10.264.52.228","255.255.255.0","1","","7932496990","false"
"SCCM","SCCM_SERIALSC20028BDNACORP\BDNASC20028","RAS Async Adapter","Microsoft","20:41:53:59:4E:FF","10.264.52.228","255.255.255.0","0","","7932496990","false"
"SCCM","SCCM_SERIALSC20029BDNACORP\BDNASC20029","vmxnet3 Ethernet Adapter","VMware, Inc.","00:50:56:AA:34:8E","10.264.52.229","255.255.255.0","0","","7932496990","false"
"SCCM","SCCM_SERIALSC20030BDNACORP\BDNASC20030","Intel(R) PRO/1000 MT Network Connection","Intel","00:50:56:A0:29:3C","10.264.52.230","255.255.255.0","0","","7932496990","false"
"SCCM","SCCM_SERIALSC20030BDNACORP\BDNASC20030","RAS Async Adapter","Microsoft","20:41:53:59:4E:FF","10.264.52.230","255.255.255.0","0","","7932496990","false"
"SCCM","SCCM_SERIALSC20031BDNACORP\BDNASC20031","Intel(R) Dual Band Wireless-AC 7260","Intel Corporation","A0:A8:CD:5D:89:BE","10.264.52.231","255.255.255.0","1","","7932496990","false"
"SCCM","SCCM_SERIALSC20031BDNACORP\BDNASC20031","Intel(R) Ethernet Connection I218-LM","Intel","EC:F4:BB:42:EC:0B","10.264.52.231","255.255.255.0","1","","7932496990","false"
"SCCM","SCCM_SERIALSC20031BDNACORP\BDNASC20031","Microsoft Virtual WiFi Miniport Adapter","Microsoft","A2:A8:CD:5D:89:BE","10.264.52.231","255.255.255.0","1","","7932496990","false"
"SCCM","SCCM_SERIALSC20031BDNACORP\BDNASC20031","RAS Async Adapter","Microsoft","20:41:53:59:4E:FF","10.264.52.231","255.255.255.0","0","","7932496990","false"
"SCCM","SCCM_SERIALSC20032BDNACORP\BDNASC20032","Intel(R) 10 Gigabit CX4 Dual Port Server Adapter","Intel","00:1B:21:40:48:0F","10.264.52.232","255.255.255.0","0","","7932496990","false"
"SCCM","SCCM_SERIALSC20032BDNACORP\BDNASC20032","Intel(R) Advanced Network Services Virtual Adapter","Intel","00:1B:21:40:48:0F","10.264.52.232","255.255.255.0","0","","7932496990","false"
"SCCM","SCCM_SERIALSC20032BDNACORP\BDNASC20032","RAS Async Adapter","Microsoft","20:41:53:59:4E:FF","10.264.52.232","255.255.255.0","0","","7932496990","false"
"SCCM","SCCM_SERIALSC20033BDNACORP\BDNASC20033","Intel(R) Dual Band Wireless-AC 7265","Intel Corporation","4C:34:88:96:88:B3","10.264.52.233","255.255.255.0","1","","7932496990","false"
"SCCM","SCCM_SERIALSC20033BDNACORP\BDNASC20033","Intel(R) Ethernet Connection (3) I218-LM","Intel","20:47:47:E8:02:9C","10.264.52.233","255.255.255.0","1","","7932496990","false"
"SCCM","SCCM_SERIALSC20033BDNACORP\BDNASC20033","Microsoft Virtual WiFi Miniport Adapter","Microsoft","4E:34:88:96:88:B3","10.264.52.233","255.255.255.0","1","","7932496990","false"
"SCCM","SCCM_SERIALSC20033BDNACORP\BDNASC20033","Microsoft Virtual WiFi Miniport Adapter","Microsoft","4E:34:88:96:88:B4","10.264.52.233","255.255.255.0","1","","7932496990","false"
"SCCM","SCCM_SERIALSC20033BDNACORP\BDNASC20033","RAS Async Adapter","Microsoft","20:41:53:59:4E:FF","10.264.52.233","255.255.255.0","0","","7932496990","false"
"SCCM","SCCM_SERIALSC20034BDNACORP\BDNASC20034","Intel(R) Ethernet Connection I217-LM","Intel","98:90:96:C1:A1:45","10.264.52.234","255.255.255.0","1","","7932496990","false"
"SCCM","SCCM_SERIALSC20034BDNACORP\BDNASC20034","RAS Async Adapter","Microsoft","20:41:53:59:4E:FF","10.264.52.234","255.255.255.0","0","","7932496990","false"
"SCCM","SCCM_SERIALSC20035BDNACORP\BDNASC20035","RAS Async Adapter","Microsoft","20:41:53:59:4E:FF","10.264.52.235","255.255.255.0","0","","7932496990","false"
"SCCM","SCCM_SERIALSC20035BDNACORP\BDNASC20035","vmxnet3 Ethernet Adapter","VMware, Inc.","00:50:56:AA:19:F5","10.264.52.235","255.255.255.0","0","","7932496990","false"
"SCCM","SCCM_SERIALSC20036BDNACORP\BDNASC20036","Intel(R) 82579LM Gigabit Network Connection","Intel","34:17:EB:96:57:CC","10.264.52.236","255.255.255.0","1","","7932496990","false"
"SCCM","SCCM_SERIALSC20036BDNACORP\BDNASC20036","RAS Async Adapter","Microsoft","20:41:53:59:4E:FF","10.264.52.236","255.255.255.0","0","","7932496990","false"
"SCCM","SCCM_SERIALSC20037BDNACORP\BDNASC20037","Intel(R) 82574L Gigabit Network Connection","Intel Corporation","00:50:56:AA:23:E4","10.264.52.237","255.255.255.0","0","","7932496990","false"
"SCCM","SCCM_SERIALSC20038BDNACORP\BDNASC20038","Intel(R) PRO/1000 MT Network Connection","Intel","00:50:56:A0:0A:E2","10.264.52.238","255.255.255.0","0","","7932496990","false"
"SCCM","SCCM_SERIALSC20038BDNACORP\BDNASC20038","RAS Async Adapter","Microsoft","20:41:53:59:4E:FF","10.264.52.238","255.255.255.0","0","","7932496990","false"
"SCCM","SCCM_SERIALSC20039BDNACORP\BDNASC20039","Intel(R) 82579LM Gigabit Network Connection","Intel","78:AC:C0:C2:E8:D9","10.264.52.239","255.255.255.0","1","","7932496990","false"
"SCCM","SCCM_SERIALSC20039BDNACORP\BDNASC20039","RAS Async Adapter","Microsoft","20:41:53:59:4E:FF","10.264.52.239","255.255.255.0","0","","7932496990","false"
"SCCM","SCCM_SERIALSC20040BDNACORP\BDNASC20040","Intel(R) Dual Band Wireless-AC 7260","Intel Corporation","A0:A8:CD:5D:88:C9","10.264.52.240","255.255.255.0","1","","7932496990","false"
"SCCM","SCCM_SERIALSC20040BDNACORP\BDNASC20040","Intel(R) Ethernet Connection I218-LM","Intel","EC:F4:BB:42:EF:62","10.264.52.240","255.255.255.0","1","","7932496990","false"
"SCCM","SCCM_SERIALSC20040BDNACORP\BDNASC20040","Microsoft Virtual WiFi Miniport Adapter","Microsoft","A2:A8:CD:5D:88:C9","10.264.52.240","255.255.255.0","1","","7932496990","false"
"SCCM","SCCM_SERIALSC20040BDNACORP\BDNASC20040","RAS Async Adapter","Microsoft","20:41:53:59:4E:FF","10.264.52.240","255.255.255.0","0","","7932496990","false"
"SCCM","SCCM_SERIALSC20041BDNACORP\BDNASC20041","Intel(R) 82579LM Gigabit Network Connection","Intel","AC:16:2D:0F:D6:CB","10.264.52.241","255.255.255.0","1","","7932496990","false"
"SCCM","SCCM_SERIALSC20041BDNACORP\BDNASC20041","RAS Async Adapter","Microsoft","20:41:53:59:4E:FF","10.264.52.241","255.255.255.0","0","","7932496990","false"
"SCCM","SCCM_SERIALSC20042BDNACORP\BDNASC20042","Intel(R) Ethernet Connection I217-LM","Intel","64:00:6A:68:03:7C","10.264.52.242","255.255.255.0","1","","7932496990","false"
"SCCM","SCCM_SERIALSC20042BDNACORP\BDNASC20042","RAS Async Adapter","Microsoft","20:41:53:59:4E:FF","10.264.52.242","255.255.255.0","0","","7932496990","false"
"SCCM","SCCM_SERIALSC20043BDNACORP\BDNASC20043","Intel(R) Ethernet Connection I217-LM","Intel","98:90:96:C0:39:26","10.264.52.243","255.255.255.0","1","","7932496990","false"
"SCCM","SCCM_SERIALSC20043BDNACORP\BDNASC20043","RAS Async Adapter","Microsoft","20:41:53:59:4E:FF","10.264.52.243","255.255.255.0","0","","7932496990","false"
"SCCM","SCCM_SERIALSC20044BDNACORP\BDNASC20044","Intel(R) 82579LM Gigabit Network Connection","Intel","98:90:96:98:A2:EA","10.264.52.244","255.255.255.0","1","","7932496990","false"
"SCCM","SCCM_SERIALSC20044BDNACORP\BDNASC20044","RAS Async Adapter","Microsoft","20:41:53:59:4E:FF","10.264.52.244","255.255.255.0","0","","7932496990","false"
"SCCM","SCCM_SERIALSC20045BDNACORP\BDNASC20045","RAS Async Adapter","Microsoft","20:41:53:59:4E:FF","10.264.52.245","255.255.255.0","0","","7932496990","false"
"SCCM","SCCM_SERIALSC20045BDNACORP\BDNASC20045","vmxnet3 Ethernet Adapter","VMware, Inc.","00:50:56:AA:4B:0E","10.264.52.245","255.255.255.0","0","","7932496990","false"
"SCCM","SCCM_SERIALSC20046BDNACORP\BDNASC20046","RAS Async Adapter","Microsoft","20:41:53:59:4E:FF","10.264.52.246","255.255.255.0","0","","7932496990","false"
"SCCM","SCCM_SERIALSC20046BDNACORP\BDNASC20046","vmxnet3 Ethernet Adapter","VMware, Inc.","00:50:56:AA:16:F3","10.264.52.246","255.255.255.0","0","","7932496990","false"
"SCCM","SCCM_SERIALSC20047BDNACORP\BDNASC20047","Bluetooth Device (Personal Area Network)","Microsoft","34:02:86:06:0F:A3","10.264.52.247","255.255.255.0","1","","7932496990","false"
"SCCM","SCCM_SERIALSC20047BDNACORP\BDNASC20047","Intel(R) Dual Band Wireless-AC 7265","Intel Corporation","34:02:86:06:0F:9F","10.264.52.247","255.255.255.0","1","","7932496990","false"
"SCCM","SCCM_SERIALSC20047BDNACORP\BDNASC20047","Intel(R) Ethernet Connection (3) I218-LM","Intel","34:E6:D7:56:BA:B5","10.264.52.247","255.255.255.0","1","","7932496990","false"
"SCCM","SCCM_SERIALSC20047BDNACORP\BDNASC20047","RAS Async Adapter","Microsoft","20:41:53:59:4E:FF","10.264.52.247","255.255.255.0","0","","7932496990","false"
"SCCM","SCCM_SERIALSC20048BDNACORP\BDNASC20048","vmxnet3 Ethernet Adapter","VMware, Inc.","00:50:56:AA:3B:7D","10.264.52.248","255.255.255.0","0","","7932496990","false"
"SCCM","SCCM_SERIALSC20049BDNACORP\BDNASC20049","vmxnet3 Ethernet Adapter","VMware, Inc.","00:50:56:AA:49:7C","10.264.52.249","255.255.255.0","1","","7932496990","false"
"SCCM","SCCM_SERIALSC20050BDNACORP\BDNASC20050","Intel(R) Ethernet Connection I217-LM","Intel","8C:DC:D4:38:98:B4","10.264.52.250","255.255.255.0","0","","7932496990","false"
"SCCM","SCCM_SERIALSC20050BDNACORP\BDNASC20050","RAS Async Adapter","Microsoft","20:41:53:59:4E:FF","10.264.52.250","255.255.255.0","0","","7932496990","false"
"SCCM","SCCM_SERIALSC20050BDNACORP\BDNASC20050","VMware Virtual Ethernet Adapter for VMnet1","VMware, Inc.","00:50:56:C0:00:01","10.264.52.250","255.255.255.0","0","","7932496990","false"
"SCCM","SCCM_SERIALSC20050BDNACORP\BDNASC20050","VMware Virtual Ethernet Adapter for VMnet8","VMware, Inc.","00:50:56:C0:00:08","10.264.52.250","255.255.255.0","0","","7932496990","false"
"SCCM","SCCM_SERIALSC20051BDNACORP\BDNASC20051","Intel(R) 82579LM Gigabit Network Connection","Intel","AC:16:2D:0F:D6:DA","10.264.52.251","255.255.255.0","1","","7932496990","false"
"SCCM","SCCM_SERIALSC20051BDNACORP\BDNASC20051","RAS Async Adapter","Microsoft","20:41:53:59:4E:FF","10.264.52.251","255.255.255.0","0","","7932496990","false"
"SCCM","SCCM_SERIALSC20052BDNACORP\BDNASC20052","RAS Async Adapter","Microsoft","20:41:53:59:4E:FF","10.264.52.252","255.255.255.0","0","","7932496990","false"
"SCCM","SCCM_SERIALSC20052BDNACORP\BDNASC20052","vmxnet3 Ethernet Adapter","VMware, Inc.","00:50:56:AA:55:9D","10.264.52.252","255.255.255.0","0","","7932496990","false"
"SCCM","SCCM_SERIALSC20053BDNACORP\BDNASC20053","HP NC382i DP Multifunction Gigabit Server Adapter","Hewlett-Packard Company","44:1E:A1:4E:D7:FC","10.264.52.253","255.255.255.0","0","","7932496990","false"
"SCCM","SCCM_SERIALSC20053BDNACORP\BDNASC20053","RAS Async Adapter","Microsoft","20:41:53:59:4E:FF","10.264.52.253","255.255.255.0","0","","7932496990","false"
"SCCM","SCCM_SERIALSC20054BDNACORP\BDNASC20054","Intel(R) 82566DM-2 Gigabit Network Connection","Intel","00:21:5A:59:41:A4","10.264.52.254","255.255.255.0","1","","7932496990","false"
"SCCM","SCCM_SERIALSC20054BDNACORP\BDNASC20054","RAS Async Adapter","Microsoft","20:41:53:59:4E:FF","10.264.52.254","255.255.255.0","0","","7932496990","false"
"SCCM","SCCM_SERIALSC20055BDNACORP\BDNASC20055","vmxnet3 Ethernet Adapter","VMware, Inc.","00:50:56:AA:17:10","10.264.52.255","255.255.255.0","0","","7932496990","false"
"SCCM","SCCM_SERIALSC20056BDNACORP\BDNASC20056","RAS Async Adapter","Microsoft","20:41:53:59:4E:FF","10.264.52.256","255.255.255.0","0","","7932496990","false"
"SCCM","SCCM_SERIALSC20056BDNACORP\BDNASC20056","vmxnet3 Ethernet Adapter","VMware, Inc.","00:50:56:AA:19:CA","10.264.52.256","255.255.255.0","0","","7932496990","false"
"SCCM","SCCM_SERIALSC20057BDNACORP\BDNASC20057","Intel(R) 82579LM Gigabit Network Connection","Intel","90:B1:1C:6A:F9:15","10.264.52.257","255.255.255.0","1","","7932496990","false"
"SCCM","SCCM_SERIALSC20057BDNACORP\BDNASC20057","RAS Async Adapter","Microsoft","20:41:53:59:4E:FF","10.264.52.257","255.255.255.0","0","","7932496990","false"
"SCCM","SCCM_SERIALSC20058BDNACORP\BDNASC20058","RAS Async Adapter","Microsoft","20:41:53:59:4E:FF","10.264.52.258","255.255.255.0","0","","7932496990","false"
"SCCM","SCCM_SERIALSC20058BDNACORP\BDNASC20058","vmxnet3 Ethernet Adapter","VMware, Inc.","00:50:56:AA:38:39","10.264.52.258","255.255.255.0","0","","7932496990","false"
"SCCM","SCCM_SERIALSC20059BDNACORP\BDNASC20059","Intel(R) 82567LM-3 Gigabit Network Connection","Intel","00:25:B3:11:5C:15","10.264.52.259","255.255.255.0","1","","7932496990","false"
"SCCM","SCCM_SERIALSC20059BDNACORP\BDNASC20059","RAS Async Adapter","Microsoft","20:41:53:59:4E:FF","10.264.52.259","255.255.255.0","0","","7932496990","false"
"SCCM","SCCM_SERIALSC20060BDNACORP\BDNASC20060","RAS Async Adapter","Microsoft","20:41:53:59:4E:FF","10.264.52.260","255.255.255.0","0","","7932496990","false"
"SCCM","SCCM_SERIALSC20060BDNACORP\BDNASC20060","vmxnet3 Ethernet Adapter","VMware, Inc.","00:50:56:AA:55:83","10.264.52.260","255.255.255.0","0","","7932496990","false"
"SCCM","SCCM_SERIALSC20061BDNACORP\BDNASC20061","vmxnet3 Ethernet Adapter","VMware, Inc.","00:50:56:AA:0D:A6","10.264.52.261","255.255.255.0","0","","7932496990","false"
"SCCM","SCCM_SERIALSC20062BDNACORP\BDNASC20062","Intel(R) Ethernet Connection I217-LM","Intel","98:90:96:C0:4B:30","10.264.52.262","255.255.255.0","1","","7932496990","false"
"SCCM","SCCM_SERIALSC20062BDNACORP\BDNASC20062","RAS Async Adapter","Microsoft","20:41:53:59:4E:FF","10.264.52.262","255.255.255.0","0","","7932496990","false"
"SCCM","SCCM_SERIALSC20063BDNACORP\BDNASC20063","vmxnet3 Ethernet Adapter","VMware, Inc.","00:50:56:AA:0F:A2","10.264.52.263","255.255.255.0","0","","7932496990","false"
"SCCM","SCCM_SERIALSC20064BDNACORP\BDNASC20064","RAS Async Adapter","Microsoft","20:41:53:59:4E:FF","10.264.52.264","255.255.255.0","0","","7932496990","false"
"SCCM","SCCM_SERIALSC20064BDNACORP\BDNASC20064","vmxnet3 Ethernet Adapter","VMware, Inc.","00:50:56:AA:19:EE","10.264.52.264","255.255.255.0","0","","7932496990","false"
"SCCM","SCCM_SERIALSC20065BDNACORP\BDNASC20065","Intel(R) 82579LM Gigabit Network Connection","Intel","D4:BE:D9:84:A6:0A","10.264.52.265","255.255.255.0","1","","7932496990","false"
"SCCM","SCCM_SERIALSC20065BDNACORP\BDNASC20065","Intel(R) Centrino(R) Advanced-N 6205","Intel Corporation","84:3A:4B:03:72:82","10.264.52.265","255.255.255.0","1","","7932496990","false"
"SCCM","SCCM_SERIALSC20065BDNACORP\BDNASC20065","RAS Async Adapter","Microsoft","20:41:53:59:4E:FF","10.264.52.265","255.255.255.0","0","","7932496990","false"
"SCCM","SCCM_SERIALSC20066BDNACORP\BDNASC20066","RAS Async Adapter","Microsoft","20:41:53:59:4E:FF","10.264.52.266","255.255.255.0","0","","7932496990","false"
"SCCM","SCCM_SERIALSC20066BDNACORP\BDNASC20066","vmxnet3 Ethernet Adapter","VMware, Inc.","00:50:56:AA:1A:03","10.264.52.266","255.255.255.0","1","","7932496990","false"
"SCCM","SCCM_SERIALSC20067BDNACORP\BDNASC20067","Intel(R) PRO/1000 MT Network Connection","Intel","00:50:56:A0:78:F2","10.264.52.267","255.255.255.0","0","","7932496990","false"
"SCCM","SCCM_SERIALSC20067BDNACORP\BDNASC20067","RAS Async Adapter","Microsoft","20:41:53:59:4E:FF","10.264.52.267","255.255.255.0","0","","7932496990","false"
"SCCM","SCCM_SERIALSC20068BDNACORP\BDNASC20068","Intel(R) 82566DM-2 Gigabit Network Connection","Intel","00:23:7D:17:78:F6","10.264.52.268","255.255.255.0","1","","7932496990","false"
"SCCM","SCCM_SERIALSC20068BDNACORP\BDNASC20068","RAS Async Adapter","Microsoft","20:41:53:59:4E:FF","10.264.52.268","255.255.255.0","0","","7932496990","false"
"SCCM","SCCM_SERIALSC20069BDNACORP\BDNASC20069","Bluetooth Device (Personal Area Network)","Microsoft","00:21:86:EA:12:13","10.264.52.269","255.255.255.0","1","","7932496990","false"
"SCCM","SCCM_SERIALSC20069BDNACORP\BDNASC20069","Intel(R) 82567LM Gigabit Network Connection","Intel","00:25:B3:A0:9B:58","10.264.52.269","255.255.255.0","1","","7932496990","false"
