"data_source","correlation_id","name","os_domain","serial_number","model_id_id","manufacturer_id","virtual","platform_type","platform_label","os_product","os_version","os_patchlevel","os_edition","cpu_manufacturer_id","cpu_model","cpu_count","cores_per_cpu","cpu_threaded","cpu_speed","ram","disk_space","last_logged_in_user","last_discovered","task_id","data_token","is_deleted"
"SNOW","05a9ec0d3790200044e0bfc8bcbe5db3","ThinkStation S20","NULL","WUH-591-D24482-MQ","868139623747033","7053","no","Desktop","Windows","Windows XP Professional","5.1","","Professional","6720","Xeon Processor W3550 3.06 GHz (Bloomfield)","1","4","1","0","0","","","","17138","7932496990","false"
"SNOW","06002d9534a00300964f8dc23c99ea04","VirtualMachine-WS9","NULL","SAM-49F41","10338176601033818537","442549357","no","Desktop","Windows","Windows XP Professional","5.1","","Professional","","","4","","","0","0","","","","17138","7932496990","false"
"SNOW","06002d9534a00300964f8dc23c99ea45","VirtualMachine-WS25","NULL","SAM-50F42","10338176601033818537","442549357","no","Server","Windows","Windows Server 2008 Datacenter x64","6.1","","Datacenter x64","","","2","","","0","0","","","","17138","7932496990","false"
"SNOW","06a9280d3790200044e0bfc8bcbe5d02","MacBook Air 13""","NULL","AVE-295-D35584-VB","129070023440847","4611","no","","","","","","","6720","Core i5 Mobile Processor i5-2557M 1.70 GHz (Sandy Bridge)","1","2","1","0","0","","","","17138","7932496990","false"
"SNOW","06a92c0d3790200044e0bfc8bcbe5dae","MacBook Pro 17""","NULL","DNJ-289-C19575-DC","109171224982406","4611","no","","","","","","","6720","Core i7 Mobile Processor i7-2760QM 2.40 GHz (Sandy Bridge)","1","4","1","0","0","","","","17138","7932496990","false"
"SNOW","06a9604d3790200044e0bfc8bcbe5d07","Precision T5500 Workstation","NULL","JLC-928-F63437-IK","10338176921033819567","442549357","no","Desktop","Windows","Windows XP Professional","5.1","","Professional","","","1","","","0","0","","","","17138","7932496990","false"
"SNOW","06a9604d3790200044e0bfc8bcbe5d46","Precision T5500 Workstation","NULL","DKI-133-A19036-BD","10338176921033819567","442549357","no","Desktop","Windows","Windows XP Professional","5.1","","Professional","","","1","","","0","0","","","","17138","7932496990","false"
"SNOW","08ccb31ddbe7720087b9fd441d961957","Server-WS23","NULL","SAM-128F120","10338176601033818537","442549357","no","Server","Windows","Windows Server 2008 Datacenter x64","6.1","","Datacenter x64","6720","Xeon E5-2673 v3 Processor 2.40 GHz (Haswell-EP)","4","12","1","2397","7167","","","","17138","7932496990","false"
"SNOW","09a9680d3790200044e0bfc8bcbe5dbd","MacBook Air 13""","NULL","BIL-530-D78037-FO","129070023440847","4611","no","","","","","","","6720","Core i5 Mobile Processor i5-2557M 1.70 GHz (Sandy Bridge)","1","2","1","0","0","","","","17138","7932496990","false"
"SNOW","09a9ec0d3790200044e0bfc8bcbe5da3","ThinkStation S20","NULL","WEX-598-U59118-QV","868139623747033","7053","no","Desktop","Windows","Windows XP Professional","5.1","","Professional","6720","Xeon Processor W3550 3.06 GHz (Bloomfield)","1","4","1","0","0","","","","17138","7932496990","false"
"SNOW","0a002d9534a00300964f8dc23c99ea14","VirtualMachine-WS13","NULL","SAM-51F43","10338176601033818537","442549357","no","Server","Windows","Windows Server 2008 Datacenter x64","6.1","","Datacenter x64","","","2","","","0","0","","","","17138","7932496990","false"
"SNOW","0a002d9534a00300964f8dc23c99ea55","VirtualMachine-WS29","NULL","SAM-52F44","10338176601033818537","442549357","no","Desktop","Windows","Windows XP Professional","5.1","","Professional","","","1","","","0","0","","","","17138","7932496990","false"
"SNOW","0aa92c0d3790200044e0bfc8bcbe5d9e","MacBook Pro 17""","NULL","GXN-787-U43211-JH","109171224982406","4611","no","","","","","","","6720","Core i7 Mobile Processor i7-2760QM 2.40 GHz (Sandy Bridge)","1","4","1","0","0","","","","17138","7932496990","false"
"SNOW","0aa9604d3790200044e0bfc8bcbe5d36","Precision T5500 Workstation","NULL","SRQ-602-R88590-NQ","10338176921033819567","442549357","no","Desktop","Windows","Windows XP Professional","5.1","","Professional","","","1","","","0","0","","","","17138","7932496990","false"
"SNOW","0aa9e40d3790200044e0bfc8bcbe5df2","MacBook Air 13""","NULL","JRE-894-S20101-TH","129070023440847","4611","no","","","","","","","6720","Core i5 Mobile Processor i5-2557M 1.70 GHz (Sandy Bridge)","1","2","1","0","0","","","","17138","7932496990","false"
"SNOW","0aa9e80d3790200044e0bfc8bcbe5da0","MacBook Pro 17""","NULL","JHR-613-M93527-PU","109171224982406","4611","no","","","","","","","6720","Core i7 Mobile Processor i7-2760QM 2.40 GHz (Sandy Bridge)","1","4","1","0","0","","","","17138","7932496990","false"
"SNOW","0c43b097c6112275019abd2b61620725","ALDWXP","NULL","NULL","10338176921033819536","442549357","no","Desktop","Windows","Windows XP Professional","5.1","SP1","Professional","","","1","","","647","256","","","","17138","7932496990","false"
"SNOW","0c43b0f5c6112275019abd2bb3dcd78f","ANDREWDWXP","NULL","NULL","5188998151889982","51889969","no","Desktop","Windows","Windows XP Professional","5.1","SP1","Professional","","","1","","","1993","503","","","","17138","7932496990","false"
"SNOW","0c43b143c6112275019abd2b3390d1f9","CALLXPR1","NULL","NULL","146442649518227","7053","no","Desktop","Windows","Windows XP Professional","5.1","SP1","Professional","6720","Pentium III Processor 700 MHz (Coppermine)","1","1","0","696","255","","","","17138","7932496990","false"
"SNOW","0c43b163c6112275019abd2b863fc194","DAVIDGWXP","NULL","NULL","146442649518227","7053","no","Desktop","Windows","Windows XP Professional","5.1","SP1","Professional","6720","Pentium III Processor 700 MHz (Coppermine)","1","1","0","696","255","","","","17138","7932496990","false"
"SNOW","0c43b1a1c6112275019abd2b42ce24a0","DC01","NULL","NULL","10338177281033818194","442549357","no","Desktop","Windows","Windows 2000 Server","5.0","SP3","Server","","","2","","","863","1024","","","","17138","7932496990","false"
"SNOW","0c43b1b1c6112275019abd2b65dc42fc","DC02","NULL","NULL","10338177281033818194","442549357","no","Desktop","Windows","Windows 2000 Server","5.0","SP3","Server","","","2","","","863","512","","","","17138","7932496990","false"
"SNOW","0c43b24dc6112275019abd2b64b62dc1","DD00083","NULL","NULL","10338176561033818686","442549357","no","Desktop","Windows","","5.0","SP4","","","","1","","","548","-1","","","","17138","7932496990","false"
"SNOW","0c43b2abc6112275019abd2b36e140da","DD00100","NULL","NULL","10338176561033818692","442549357","no","Server & Desktop","Linux","","5.0","","","","","1","","","698","1256","","","","17138","7932496990","false"
"SNOW","0c43b2cac6112275019abd2bc6251fe1","DEVLARGEDB","NULL","NULL","10338176921033819536","442549357","no","Desktop","Windows","Windows 2000 Server","5.0","SP4","Server","","","2","","","498","256","","","","17138","7932496990","false"
"SNOW","0c43b2e9c6112275019abd2bb2051245","DEVSURVEY","NULL","NULL","10338176921033819536","442549357","no","Desktop","Windows","Windows 2000 Server","5.0","SP3","Server","","","2","","","548","512","","","","17138","7932496990","false"
"SNOW","0c43b2f9c6112275019abd2b3f059103","DEVSQL01","NULL","NULL","10338176921033819536","442549357","no","Desktop","Windows","Windows 2000 Server","5.0","SP3","Server","","","2","","","548","512","","","","17138","7932496990","false"
"SNOW","0c43b337c6112275019abd2b20f143d7","DJONESWXP","NULL","NULL","3361188033612172","16485","no","Desktop","Windows","Windows XP Professional","5.1","SP1","Professional","","","1","","","697","255","","","","17138","7932496990","false"
"SNOW","0c43b366c6112275019abd2be6f79ef3","DONALDCWXP","NULL","NULL","100020320585195","4611","no","Desktop","Windows","Windows XP Professional","5.1","SP1","Professional","","","1","","","647","384","","","","17138","7932496990","false"
"SNOW","0c43b395c6112275019abd2bdee7574a","DONMWXP","NULL","NULL","1336768738744902","7053","no","Desktop","Windows","Windows XP Professional","5.1","SP1","Professional","","","1","","","1799","255","","","","17138","7932496990","false"
"SNOW","0c43b3b4c6112275019abd2b1590bd97","DP00107","NULL","NULL","100020320585195","4611","no","Desktop","Windows","Windows XP Professional","5.1","SP1","Professional","","","1","","","647","256","","","","17138","7932496990","false"
"SNOW","0c43b3e3c6112275019abd2bece62710","DP00201","NULL","NULL","100020320585195","4611","no","Desktop","Windows","Windows XP Professional","5.1","SP1","Professional","","","1","","","647","512","","","","17138","7932496990","false"
"SNOW","0c43b402c6112275019abd2b2e2f2483","DP00203","NULL","NULL","10338176921033819536","442549357","no","Desktop","Windows","","5.1","","","","","1","","","647","-1","","","","17138","7932496990","false"
"SNOW","0c43b422c6112275019abd2bb786cbbe","DP00224","NULL","NULL","10338176921033819536","442549357","no","Desktop","Windows","","5.0","SP4","","","","1","","","647","-1","","","","17138","7932496990","false"
"SNOW","0c43b441c6112275019abd2b1dd3d254","DP00288","NULL","NULL","100020320585195","4611","no","Desktop","Windows","","5.0","SP4","","","","1","","","647","-1","","","","17138","7932496990","false"
"SNOW","0c43b460c6112275019abd2b2f618aa6","DP00315","NULL","NULL","100020320585195","4611","no","Desktop","Windows","","5.0","SP4","","","","1","","","647","-1","","","","17138","7932496990","false"
"SNOW","0c43b47fc6112275019abd2b6490dc5d","DP00330","NULL","NULL","100020320585195","4611","no","Desktop","Windows","","5.1","","","","","1","","","647","-1","","","","17138","7932496990","false"
"SNOW","0c43b4aec6112275019abd2bf6cd7206","DP00349","NULL","NULL","100020320585195","4611","no","Desktop","Windows","Windows 2000 Advanced Server","5.0","SP4","Advanced Server","","","1","","","647","-1","","","","17138","7932496990","false"
"SNOW","0c43b4cec6112275019abd2b9e3ca7cc","DP00381","NULL","NULL","1155573438672605","7053","no","Desktop","Windows","Windows 2000 Advanced Server","5.0","SP4","Advanced Server","","","1","","","730","-1","","","","17138","7932496990","false"
"SNOW","0c43b4edc6112275019abd2b5d5f19db","DP00408","NULL","NULL","1155573438672605","7053","no","Desktop","Windows","Windows XP Professional","5.1","SP1","Professional","","","1","","","730","510","","","","17138","7932496990","false"
"SNOW","0c43b50cc6112275019abd2b9ea29308","DP00433","NULL","NULL","1155573438672605","7053","no","Desktop","Windows","","5.1","","","","","1","","","730","-1","","","","17138","7932496990","false"
"SNOW","0c43b51cc6112275019abd2b79d43c90","EFODB","NULL","NULL","10338176921033819536","442549357","no","Desktop","Windows","Windows 2000 Server","5.0","SP3","Server","","","2","","","498","256","","","","17138","7932496990","false"
"SNOW","0c43b55ac6112275019abd2b247baf31","EFOWEB","NULL","NULL","10338177331033820490","442549357","no","Desktop","Windows","Windows 2000 Server","5.0","SP4","Server","","","1","","","794","1024","","","","17138","7932496990","false"
"SNOW","0c43b56ac6112275019abd2ba2e44f49","ETRUST","NULL","NULL","100020320585195","4611","no","Desktop","Windows","Windows 2000 Server","5.0","SP4","Server","","","1","","","647","384","","","","17138","7932496990","false"
"SNOW","0c43b589c6112275019abd2bf9a478bd","EVO00635","NULL","NULL","5188998151889982","51889969","no","Desktop","Windows","Windows XP Professional","5.1","SP1","Professional","","","1","","","1993","503","","","","17138","7932496990","false"
"SNOW","0c43b5a8c6112275019abd2baa761420","EVO00636","NULL","NULL","5188998151889982","51889969","no","Desktop","Windows","","5.1","","","","","1","","","1993","-1","","","","17138","7932496990","false"
"SNOW","0c43b5c8c6112275019abd2b6beaf1c6","EVO00644","NULL","NULL","5188998151889982","51889969","no","Desktop","Windows","Windows XP Professional","5.1","SP1","Professional","","","1","","","1993","503","","","","17138","7932496990","false"
"SNOW","0c43b5d7c6112275019abd2bfec4369b","GATEWAY","NULL","NULL","1155573438672605","7053","no","Desktop","Windows","Windows 2000 Server","5.0","SP4","Server","","","1","","","996","510","","","","17138","7932496990","false"
"SNOW","0c43b5f6c6112275019abd2b5611d3df","JASONHWXP","NULL","NULL","1336768738744902","7053","no","Desktop","Windows","Windows XP Professional","5.1","SP1","Professional","","","1","","","1187","511","","","","17138","7932496990","false"
"SNOW","0c43b616c6112275019abd2b85ccc188","JEFFPWXP","NULL","NULL","1336768738744902","7053","no","Desktop","Windows","Windows XP Professional","5.1","SP1","Professional","","","1","","","791","255","","","","17138","7932496990","false"
"SNOW","0c43b635c6112275019abd2bbe986986","MARCCWXP","NULL","NULL","1336768738744902","7053","no","Desktop","Windows","Windows XP Professional","5.1","SP1","Professional","","","1","","","1187","255","","","","17138","7932496990","false"
"SNOW","0c43b654c6112275019abd2ba9357b4e","MIKEHWXP2","NULL","NULL","10338176421033820626","442549357","no","Desktop","Windows","Windows XP Professional","5.1","SP1","Professional","","","1","","","701","255","","","","17138","7932496990","false"
"SNOW","0c43b664c6112275019abd2bccc201d7","PATRICK","NULL","NULL","10338176561033818686","442549357","no","Desktop","Windows","","5.0","SP3","","","","1","","","548","-1","","","","17138","7932496990","false"
"SNOW","0c43b673c6112275019abd2b8d93090a","RELAY","NULL","WQP-354-D03226-GM","100020320585195","4611","no","Desktop","Windows","Windows 2000 Server","5.0","SP4","Server","","","1","","","647","256","","","","17138","7932496990","false"
"SNOW","0c43b6a2c6112275019abd2bb2e3822a","SCOTTFWXP","NULL","NULL","100020320585195","4611","no","Desktop","Windows","Windows XP Professional","5.1","SP1","Professional","","","1","","","647","384","","","","17138","7932496990","false"
"SNOW","0c43b6f0c6112275019abd2be7a2a83b","BUILD01","NULL","NULL","10338177281033818406","442549357","no","Desktop","Windows","","4.0","","","","","4","","","702","1535","","","","17138","7932496990","false"
"SNOW","0c43b72fc6112275019abd2b57b5c8a5","ERA02","NULL","NULL","10338177281033818194","442549357","no","Desktop","Windows","Windows 2000 Server","5.0","SP4","Server","","","2","","","996","512","","","","17138","7932496990","false"
"SNOW","0c43b75ec6112275019abd2b494c1087","FS03BE","NULL","NULL","10338177281033818194","442549357","no","Desktop","Windows","Windows 2000 Server","5.0","SP4","Server","","","2","","","863","1024","","","","17138","7932496990","false"
"SNOW","0c43b78dc6112275019abd2b38bc5442","IRC","NULL","NULL","10338176601033818478","442549357","no","Desktop","Windows","Windows 2000 Server","5.0","SP4","Server","","","2","","","496","512","","","","17138","7932496990","false"
"SNOW","0c43b7bcc6112275019abd2bace2e017","TONIVWXP","NULL","NULL","1336768738744902","7053","no","Desktop","Windows","Windows XP Professional","5.1","SP1","Professional","","","1","","","1187","255","","","","17138","7932496990","false"
"SNOW","0c43b7eac6112275019abd2b1fb93304","TP00643","NULL","NULL","2311564924303794","964465","no","Desktop","Windows","Windows XP Professional","5.1","SP1","Professional","","","1","","","1800","1023","","","","17138","7932496990","false"
"SNOW","0c43b80ac6112275019abd2bc441d99e","TRACKRECORD","NULL","NULL","10338177281033818194","442549357","no","Desktop","Windows","Windows 2000 Server","5.0","SP3","Server","","","1","","","863","1024","","","","17138","7932496990","false"
"SNOW","0c43b839c6112275019abd2b46367f16","TYLERSXP","NULL","NULL","1155573438672605","7053","no","Desktop","Windows","Windows XP Professional","5.1","SP1","Professional","","","1","","","730","511","","","","17138","7932496990","false"
"SNOW","0c43b877c6112275019abd2beeb33ae3","WASSUP","NULL","NULL","868139626833004","7053","no","Desktop","Windows","","5.1","","","","","1","","","332","-1","","","","17138","7932496990","false"
"SNOW","0c43b896c6112275019abd2b2b93f464","WEBSERVER","NULL","NULL","10338177281033818406","442549357","no","Desktop","Windows","Windows 2000 Server","5.0","SP4","Server","","","2","","","996","1152","","","","17138","7932496990","false"
"SNOW","0c43b8c5c6112275019abd2b1fd526a1","WEBSTAGING","NULL","NULL","100020320585195","4611","no","Desktop","Windows","Windows XP Professional","5.1","SP1","Professional","","","1","","","647","384","","","","17138","7932496990","false"
"SNOW","0ca96c0d3790200044e0bfc8bcbe5dc3","MacBook Pro 15""","NULL","BQP-854-D33246-GH","109171224982478","4611","no","","","","","","","6720","Core i7 Mobile Processor i7-2675QM 2.20 GHz (Sandy Bridge)","1","4","1","0","0","","","","17138","7932496990","false"
"SNOW","0da92c0d3790200044e0bfc8bcbe5d36","MacBook Pro 17""","NULL","IKS-131-F44462-HL","109171224982406","4611","no","","","","","","","6720","Core i7 Mobile Processor i7-2760QM 2.40 GHz (Sandy Bridge)","1","4","1","0","0","","","","17138","7932496990","false"
"SNOW","0da9a80d3790200044e0bfc8bcbe5d53","MacBook Air 13""","NULL","BXV-671-O15099-HI","129070023440847","4611","no","","","","","","","6720","Core i5 Mobile Processor i5-2557M 1.70 GHz (Sandy Bridge)","1","2","1","0","0","","","","17138","7932496990","false"
"SNOW","0da9ec0d3790200044e0bfc8bcbe5d93","ThinkStation S20","NULL","GSN-700-V69187-LX","868139623747033","7053","no","Desktop","Windows","Windows XP Professional","5.1","","Professional","6720","Xeon Processor W3550 3.06 GHz (Bloomfield)","1","4","1","0","0","","","","17138","7932496990","false"
"SNOW","0da9ec0d3790200044e0bfc8bcbe5dd2","ThinkStation S20","NULL","RCP-409-I10902-IR","868139626833004","7053","no","Desktop","Windows","Windows XP Professional","5.1","","Professional","6720","Xeon Processor E5506 2.13 GHz (Nehalem-EP/Gainestown)","1","4","0","0","0","","","","17138","7932496990","false"
"SNOW","0e002d9534a00300964f8dc23c99ea24","VirtualMachine-WS17","NULL","SAM-53F45","10338176601033818537","442549357","no","Server","Windows","Windows Server 2008 Datacenter x64","6.1","","Datacenter x64","","","4","","","0","0","","","","17138","7932496990","false"
"SNOW","0e002d9534a00300964f8dc23c99ea65","VirtualMachine-WS33","NULL","SAM-54F46","10338176601033818537","442549357","no","Server","Windows","Windows Server 2008 Datacenter x64","6.1","","Datacenter x64","","","1","","","0","0","","","","17138","7932496990","false"
"SNOW","0ea9604d3790200044e0bfc8bcbe5d26","Precision T5500 Workstation","NULL","SQX-853-R41538-QN","10338176921033819567","442549357","no","Desktop","Windows","Windows XP Professional","5.1","","Professional","","","1","","","0","0","","","","17138","7932496990","false"
"SNOW","0ea9a80d3790200044e0bfc8bcbe5dba","MacBook Pro 17""","NULL","FQC-294-U60540-FN","109171224982406","4611","no","","","","","","","6720","Core i7 Mobile Processor i7-2760QM 2.40 GHz (Sandy Bridge)","1","4","1","0","0","","","","17138","7932496990","false"
"SNOW","0ea9ac0d3790200044e0bfc8bcbe5d5e","MacBook Pro 15""","NULL","XUK-950-P47598-PD","109171224982478","4611","no","","","","","","","6720","Core i7 Mobile Processor i7-2675QM 2.20 GHz (Sandy Bridge)","1","4","1","0","0","","","","17138","7932496990","false"
"SNOW","0fa9680d3790200044e0bfc8bcbe5d4c","MacBook Air 13""","NULL","HWP-159-W47533-NO","129070023440847","4611","no","","","","","","","6720","Core i5 Mobile Processor i5-2557M 1.70 GHz (Sandy Bridge)","1","2","1","0","0","","","","17138","7932496990","false"
"SNOW","0fa9ac0d3790200044e0bfc8bcbe5d9d","MacBook Pro 15""","NULL","LBT-135-M11956-PU","109171224982478","4611","no","","","","","","","6720","Core i7 Mobile Processor i7-2675QM 2.20 GHz (Sandy Bridge)","1","4","1","0","0","","","","17138","7932496990","false"
"SNOW","106c5c13c61122750194a1e96cfde951","Service-now Production Sacramento","NULL","NULL","10338176601033818537","442549357","no","Server & Desktop","Linux","","3.0","","","6720","Xeon Processor X5672 3.20 GHz (Gulftown/Westmere-EP)","1","4","1","3192","-1","","","","17138","7932496990","false"
"SNOW","1072335fc611227500c0267a21be5dc5","Service-now Production San Diego","NULL","NULL","10338176601033818537","442549357","no","Server & Desktop","Linux","","3.0","","","","","1","","","2793","-1","","","","17138","7932496990","false"
"SNOW","10a9280d3790200044e0bfc8bcbe5de0","MacBook Air 13""","NULL","OCI-898-H51217-RD","129070023440847","4611","no","","","","","","","6720","Core i5 Mobile Processor i5-2557M 1.70 GHz (Sandy Bridge)","1","2","1","0","0","","","","17138","7932496990","false"
"SNOW","10a9680d3790200044e0bfc8bcbe5d8d","MacBook Air 13""","NULL","MOS-393-S21894-TH","129070023440847","4611","no","","","","","","","6720","Core i5 Mobile Processor i5-2557M 1.70 GHz (Sandy Bridge)","1","2","1","0","0","","","","17138","7932496990","false"
"SNOW","10a96c0d3790200044e0bfc8bcbe5df3","MacBook Pro 15""","NULL","MBC-837-J55604-NT","109171224982478","4611","no","","","","","","","6720","Core i7 Mobile Processor i7-2675QM 2.20 GHz (Sandy Bridge)","1","4","1","0","0","","","","17138","7932496990","false"
"SNOW","11a9204d3790200044e0bfc8bcbe5d1b","PowerEdge T110 II","NULL","QLW-971-A53953-FQ","10338176601033818469","442549357","no","Desktop","Windows","Windows XP Professional","5.1","","Professional","","","1","","","0","0","","","","17138","7932496990","false"
"SNOW","11a9e40d3790200044e0bfc8bcbe5dd3","ThinkStation D20","NULL","KWV-381-X66252-PM","1155573438672605","7053","no","Desktop","Windows","Windows XP Professional","5.1","","Professional","6720","Xeon Processor E5620 2.40 GHz (Gulftown/Westmere-EP)","1","4","1","0","0","","","","17138","7932496990","false"
"SNOW","12002d9534a00300964f8dc23c99ea88","VirtualMachine-LS7","NULL","SAM-55F47","902246468902254882","7053","no","","","","","","","6720","Xeon Processor E5540 2.53 GHz (Nehalem-EP/Gainestown)","1","4","1","0","0","","","","17138","7932496990","false"
"SNOW","12002d9534a00300964f8dc23c99eabd","VirtualMachine-US2","NULL","SAM-56F48","10338176601033818537","442549357","no","Server & Desktop","Solaris","","10","","","","","4","","","0","0","","","","17138","7932496990","false"
"SNOW","12a9280d3790200044e0bfc8bcbe5d12","MacBook Air 13""","NULL","ATN-720-B61229-IX","129070023440847","4611","no","","","","","","","6720","Core i5 Mobile Processor i5-2557M 1.70 GHz (Sandy Bridge)","1","2","1","0","0","","","","17138","7932496990","false"
