"data_source","company_id","name","website","tier","symbol","phone","country","city","is_software","data_token","is_deleted"
"SCCM","1336411","Kodak","http://www.kodak.com","1","KODK","1-585-724-4000","United States","Rochester","Y","7932496990","false"
"SCCM","1464928","Firebird","http://www.firebirdsql.org","3","","","","","Y","7932496990","false"
"SCCM","1638213","VSoft Technologies","http://www.finalbuilder.com","3","Private","+61 2 6282 7488","","","Y","7932496990","false"
"SCCM","1663997","Enigma Software Group","http://www.enigmasoftware.com/","3","Private","","","","Y","7932496990","false"
"SCCM","1704066","Insight Software Solutions","http://www.wintools.com/","3","Private","","","","Y","7932496990","false"
"SCCM","1718204","SoftPerfect Research","https://www.softperfect.com/","3","Private","","Australia","Brisbane","Y","7932496990","false"
"SCCM","1726449","Devart","http://www.devart.com/","3","Private","","","","Y","7932496990","false"
"SCCM","1728760","SQL Solutions","http://www.sqlsolutions.com/","3","Private","","","","Y","7932496990","false"
"SCCM","1743251","CONVAR","http://www.convar.com/","3","Private","","","","Y","7932496990","false"
"SCCM","1743302","Raxco Software","http://www.raxco.com/","3","Private","+1 301-527-0803","","Gaithersburg","Y","7932496990","false"
"SCCM","6411010","Hilgraeve","http://www.hilgraeve.com/","3","Private","","","","Y","7932496990","false"
"SCCM","7334794","FastStone","http://www.faststone.org/","3","Private","","","","Y","7932496990","false"
"SCCM","7507226","SAPIEN Technologies","http://www.sapien.com/","3","Private","+1 707-252-8700","","","Y","7932496990","false"
"SCCM","7508436","Visualware","http://www.visualware.com/","3","Private","","","","Y","7932496990","false"
"SCCM","8708591","ERI Economic Research Institute","http://www.erieri.com/","3","Private","","","","Y","7932496990","false"
"SCCM","8727706","Blurb","http://www.blurb.com/","3","Private","","","","Y","7932496990","false"
"SCCM","8728067","LAME","http://lame.sourceforge.net/","3","Private","","","","Y","7932496990","false"
"SCCM","8731128","Thomson Reuters","http://thomsonreuters.com/","3","TRI","+1 646-223-4354","United States","New York","Y","7932496990","false"
"SCCM","8734806","Net-SNMP","http://net-snmp.sourceforge.net/","3","Private","","","","Y","7932496990","false"
"SCCM","8738457","FormBreeze.com","http://www.formbreeze.com/","3","Private","","","","Y","7932496990","false"
"SCCM","8745257","Blizzard Entertainment","www.blizzard.com/","3","Private","","","","Y","7932496990","false"
"SCCM","8745636","WinWGet Team","http://www.cybershade.us/winwget/","3","Private","","","","Y","7932496990","false"
"SCCM","9211957","PreEmptive Solutions","http://www.preemptive.com","3","Private","+1 440.443.7200","United States","Mayfield Village","Y","7932496990","false"
"SCCM","11391461","Veeam","http://www.veeam.com/","3","Private","+41 41 766 71 31","","","Y","7932496990","false"
"SCCM","11407694","Acunetix","http://www.acunetix.com/","3","Private","44-0-330-202-0190","Malta","Mriehel","Y","7932496990","false"
"SCCM","11409580","Safe Software","http://www.safe.com/","3","Private","1-604-501-9985","Canada","Surrey","Y","7932496990","false"
"SCCM","11410664","BackOffice Associates","http://www.boaweb.com","3","Private","","","","Y","7932496990","false"
"SCCM","14901941","4Team","http://www.4team.biz/","3","","1-954-796-8161","United States","Coral Springs","Y","7932496990","false"
"SCCM","14908820","Wondershare","http://www.wondershare.com/","3","Private","","China","Shenzhen","Y","7932496990","false"
"SCCM","14938506","Shane Richards","http://www.inputdirector.com","3","","","","","Y","7932496990","false"
"SCCM","16287956","Impresys","http://www.demomate.com/","3","Private","","","","Y","7932496990","false"
"SCCM","17974471","Softgauge.com","http://www.softgauge.com/","3","Private","","","","Y","7932496990","false"
"SCCM","18126775","Password Solutions","http://www.password-solutions.com/","3","Private","","","","Y","7932496990","false"
"SCCM","18147116","ContextMagic.com","http://www.contextmagic.com/","3","Private","","Canada","Vancouver","Y","7932496990","false"
"SCCM","24248774","Marius Milner","http://www.stumbler.net/","3","Private","","","","Y","7932496990","false"
"SCCM","24984779","Devolutions","http://remotedesktopmanager.com","3","","+1 514-360-3686","","Lavaltrie","Y","7932496990","false"
"SCCM","25254608","GBOOKSDOWNLOADER.COM","http://www.gbooksdownloader.com/","3","Private","","","","Y","7932496990","false"
"SCCM","25257002","Empty Loop","http://www.emptyloop.com/","3","","","","","Y","7932496990","false"
"SCCM","26029464","DocuWare","http://www.docuware.com/","3","Private","","","","Y","7932496990","false"
"SCCM","26142810","Daktronics","http://www.daktronics.com","3","DAKT","+1 800-800-3258","","","Y","7932496990","false"
"SCCM","26353020","Galaxy Technologies","https://gns3.com/","3","Private","","","","Y","7932496990","false"
"SCCM","27455345","Rational Acoustics","http://www.rationalacoustics.com/","3","Private","","","","Y","7932496990","false"
"SCCM","27938587","LogMeTT","http://www.logmett.com","3","","","","","Y","7932496990","false"
"SCCM","28067630","EtruSoft","http://www.etrusoft.com","3","","","","","Y","7932496990","false"
"SCCM","29678493","Loaris","http://www.loaris.com/","3","Private","","Bulgaria","Varna","Y","7932496990","false"
"SCCM","33957677","Emsisoft","http://www.emsisoft.com/","3","Private","","","","Y","7932496990","false"
"SCCM","38667871","MPC-HC","https://mpc-hc.org/","3","Private","","","","Y","7932496990","false"
"SCCM","38785652","FlameRobin Project","http://www.flamerobin.org/","3","Private","","","","Y","7932496990","false"
"SCCM","48334529","Codec Guide","http://codecguide.com/","3","Private","","","","Y","7932496990","false"
"SCCM","48636787","Digital Metaphors","http://www.digital-metaphors.com/","3","","+1 214-239-9471","","","Y","7932496990","false"
"SCCM","51131169","Disc Soft","http://www.disc-soft.com/home","3","Private","","","","Y","7932496990","false"
"SCCM","51185107","Sharegate","http://en.share-gate.com/","3","Priate","1-888-444-3168","Canada","Montreal","Y","7932496990","false"
"SCCM","51258781","Kephyr","http://www.kephyr.com/","3","Private","","","","Y","7932496990","false"
"SCCM","51461568","Easy2Convert Software","http://www.easy2convert.com/","3","Private","","","","Y","7932496990","false"
"SCCM","51874949","RealWorld Graphics","http://www.rw-designer.com","3","Private","","","","Y","7932496990","false"
"SCCM","51906905","Xlight ftpd","https://www.xlightftpd.com/","3","Private","","","","Y","7932496990","false"
"SCCM","55039103","HCL","http://www.hcltech.com/","3","HCLTECH","","","","Y","7932496990","false"
"SCCM","55072079","LogRhythm","https://www.logrhythm.com/","3","Private","","","","Y","7932496990","false"
"SCCM","64905490","CDex","http://cdexos.sourceforge.net/","3","Private","","","","Y","7932496990","false"
"SCCM","66129691","OSGeo","http://www.osgeo.org/","3","Private","","","","Y","7932496990","false"
"SCCM","66429495","Titania","https://www.titania.com","3","Private","","","","Y","7932496990","false"
"SCCM","66979278","ImageGlass.org","http://www.imageglass.org/","3","Private","","","","Y","7932496990","false"
"SCCM","70213871","Enterprise Distributed Technologies","http://enterprisedt.com/","3","Private","+61 7 30538544","Australia","","Y","7932496990","false"
"SCCM","70518604","Zap Technology","https://www.zapbi.com/","3","Private","","","","Y","7932496990","false"
"SCCM","75046159","Satisfice","http://www.satisfice.com/","3","Private","","","","Y","7932496990","false"
"SCCM","78516487","Leo Lewis","http://sourceforge.net/u/leolewis/profile/","3","Private","","","","Y","7932496990","false"
"SCCM","80692618","WareCentral","http://www.warecentral.com/","3","Private","","","","Y","7932496990","false"
"SCCM","96203889","Hand-Crafted Software","http://www.handcraftedsoftware.org/","3","Private","","","","Y","7932496990","false"
"SCCM","102558153","Sakysoft","http://www.burn4free.com/","3","Private","","","","Y","7932496990","false"
"SCCM","104613890","P.I. Engineering","http://xkeys.com/","3","Private","1-517-655-5523","United States","Williamston","Y","7932496990","false"
"SCCM","106067740","Evergreen Interactive Systems","http://www.evergreeninteractive.com/","3","Private","","","","Y","7932496990","false"
"SCCM","106467324","GlavSoft","http://www.tightvnc.com/development.php","3","Private","","","","Y","7932496990","false"
"SCCM","109017573","Easeware Technology","https://www.drivereasy.com/","3","Private","","","","Y","7932496990","false"
"SCCM","109484386","ECi Software Solutions","http://ecisolutions.com/","3","Private","","","","Y","7932496990","false"
"SCCM","112290218","Cybertron Software","http://www.cybertronsoft.com/","3","Private","","","","Y","7932496990","false"
"SCCM","115554519","Borvid","http://www.httpmaster.net/","3","Private","","","","Y","7932496990","false"
"SCCM","123474516","Boeing","http://www.boeing.com/","3","NYSE: BA","","","","Y","7932496990","false"
"SCCM","137788443","XnSoft","http://www.xnview.com/en/","3","Private","","","","Y","7932496990","false"
"SCCM","170266655","FonePaw Technology","http://www.fonepaw.com/","3","Private","","","","Y","7932496990","false"
"SCCM","186121263","Accelerite","https://accelerite.com/","3","Private","(877) 341-7342","","","Y","7932496990","false"
"SCCM","186509509","Accountable2You","https://www.accountable2you.com","3","Private","","","","Y","7932496990","false"
"SCCM","199478463","GN Store Nord","http://www.gn.com/","3","GN","+45 45 75 00 00","Denmark","Ballerup","Y","7932496990","false"
"SCCM","248060879","ArduPilot Dev Team","http://ardupilot.org/ardupilot/index.html","3","Private","","","","Y","7932496990","false"
"SCCM","248064142","DeepSoftware","http://www.deepsoftware.com/index.html","3","Private","+7 913 822-01-82","","","Y","7932496990","false"
"SCCM","253957260","Winnydows","http://winnydows.com/en","3","Private","","","","Y","7932496990","false"
"SCCM","289449400","AFMG Technologies","http://www.afmg.eu/index.php/company.html","3","Private","","","","Y","7932496990","false"
"SCCM","292172488","Yubico","https://www.yubico.com/","3","Private","+1 844-205-6787","United States","Palo Alto","Y","7932496990","false"
"SCCM","355956050","U.S. Census Bureau","https://www.census.gov/en.html","3","Private","","","","Y","7932496990","false"
"SCCM","414600565","Nortek Security & Control","https://www.nortekcontrol.com/","3","Private","800-421-1587","United States","Carlsbad","Y","7932496990","false"
"SCCM","439159595","PDQ.com","https://www.pdq.com/","3","Private","+1 801-657-4657","","Salt Lake City","Y","7932496990","false"
"SCCM","478641162","Faithlife","https://faithlife.com/","3","Private","800-875-6467","United States","Bellingham","Y","7932496990","false"
"SCCM","537527008","Flexera","http://www.flexerasoftware.com/","2","Private","1-847-466-4000","United States","Itasca","Y","7932496990","false"
"SCCM","581883917","Novawave","https://novawave.ca/","3","Private","","","","Y","7932496990","false"
"SCCM","585436991","Chris Dziemborowicz","https://chris.dziemborowicz.com/","3","Private","","","","Y","7932496990","false"
"SCCM","587079813","CruiseControl.NET Project, The","https://github.com/ccnet/CruiseControl.NET","3","Private","","","","Y","7932496990","false"
"SCCM","587381984","The Vassal Team","http://www.vassalengine.org","3","Private","","","","Y","7932496990","false"
"SCCM","602655919","True Audio","https://www.trueaudio.com/index.htm","3","Private","865-494-3388","United States","Andersonville","Y","7932496990","false"
"SCCM","640655686","San Francisco Marketing Group","https://www.navpak.com/","3","Private","800-707-1011","United States","Sausalito","Y","7932496990","false"
"SCCM","682502705","insightsoftware","https://www.insightsoftware.com/","3","Private","","United States","Raleigh","Y","7932496990","false"
"SCCM","683869840","Nuts About Nets","http://nutsaboutnets.com","3","Private","","United States","Bellevue","Y","7932496990","false"
"SCCM","696000975","Graduate Management Admission Council","https://www.mba.com/","3","Private","+1 (800) 717-GMAT (4628)","","","Y","7932496990","false"
"SCCM","812951893","A.C. Entertainment Technologies","https://www.ac-et.com/","3","Private","(+44) 01494 446000","United Kingdom","Buckinghamshire","Y","7932496990","false"
"SCCM","826308572","Aspiro","https://tidal.com/","3","Private","","United States","New York","Y","7932496990","false"
"SCCM","863250307","MEGA","https://mega.nz","3","Private","","New Zealand","Auckland","Y","7932496990","false"
"SCCM","873063850","Xvid","https://www.xvid.com/privacy/","3","Private","","","","Y","7932496990","false"
"SCCM","873600427","SeriousBit","https://seriousbit.com/","3","Private","+37379453294","M?ld?v?","Chisin?u","Y","7932496990","false"
"SCCM","965421089","Poly","https://www.poly.com/","2","NYSE: PLT","831-426-5858","United States","Santa Cruz","Y","7932496990","false"
"SCCM","969116574","NortonLifeLock","https://www.nortonlifelock.com/","3","NLOK","1-800-543-3562","United States","Tempe","Y","7932496990","false"
"SCCM","973326641","Ezvid","https://www.ezvid.com/","3","Private","","","","Y","7932496990","false"
"SCCM","974534691","freeisocreator","http://www.freeisocreator.com/","3","Private","","","","Y","7932496990","false"
"SCCM","989238318","Mipony","https://mipony.net/","3","Private","","","","Y","7932496990","false"
"SCCM","999519389","Intrado","https://www.intrado.com/","3","Private","800.232.0900","United States","Omaha","Y","7932496990","false"
"SCCM","1015102628","Christian Hohnstaedt","https://hohnstaedt.de/xca/index.php","3","Private","","","","Y","7932496990","false"
"SCCM","1018216778","RSA","https://www.rsa.com/","3","Private","1.800.995.5095","United States","Bedford","Y","7932496990","false"
"SCCM","1029783599","MiniTool Software","https://www.minitool.com/","3","Private","1-800-789-8263","Canada","Vancouver","Y","7932496990","false"
"SCCM","1032485924","ExtendOffice","https://www.extendoffice.com/","3","Private","0898 6853 3792","China","Haikou","Y","7932496990","false"
"SCCM","1048665483","Nlitesoft","https://www.ntlite.com/","3","Private","","Croatia","Velika Gorica","Y","7932496990","false"
"SCCM","1065966042","PostSharp Technologies","http://www.sharpcrafters.com/","3","Private","+420 270 007 790","Czechia","Prague","Y","7932496990","false"
"SCCM","1080836683","Revenera","https://www.revenera.com/","2","Private","+1.800.374.4353","United States","","Y","7932496990","false"
"SCCM","1097207898","Thibaut Lauziere","https://www.linuxliveusb.com/","3","private","","","","Y","7932496990","false"
"SCCM","1107230077","UKG","https://www.ukg.com/","3","Private","+1 800 432 1729","United States","Weston","Y","7932496990","false"
"SCCM,SNOW","4353","ActiveState","http://www.activestate.com/","3","Private","1-778-786-1100","Canada","Vancouver","Y","7932496990","false"
"SCCM,SNOW","4611","Apple","http://www.apple.com/","1","AAPL","408-996-1010","United States","Cupertino","Y","7932496990","false"
"SCCM,SNOW","4661","ArcSoft","http://www.arcsoft.com/en/","3","","510-440-9901","United States","Fremont","Y","7932496990","false"
"SCCM,SNOW","4731","AT&T","http://www.att.com/","1","T","1-210-8214105","United States","Dallas","Y","7932496990","false"
"SCCM,SNOW","4785","Autodesk","http://usa.autodesk.com/","2","ADSK","415-507-5000","United States","San Rafael","Y","7932496990","false"
"SCCM,SNOW","4839","Axis Communications","http://www.axis.com","3","XSSE:AXIS","46-46-2721800","Sweden","Lund","Y","7932496990","false"
"SCCM,SNOW","5028","Brother Industries","http://www.brother.com/","2","TYO:6448","81-52-8242511","Japan","Nagoya-shi","Y","7932496990","false"
"SCCM,SNOW","5084","Canon","http://www.canon.com/","1","CAJ","81-3-37582111","Japan","Tokyo","Y","7932496990","false"
"SCCM,SNOW","5108","CaseWare International","http://www.caseware.com/","3","Private","","","","Y","7932496990","false"
"SCCM,SNOW","5182","Check Point Software Technologies","http://www.checkpoint.com/","2","CHKP","+44-114-478-2845","Israel","Tel Aviv","Y","7932496990","false"
"SCCM,SNOW","5220","Cisco Systems","http://www.cisco.com/","1","CSCO","408-526-4000","United States","San Jose","Y","7932496990","false"
"SCCM,SNOW","5423","Corel","http://www.corel.com/","2","Private","877-582-6735","Canada","Ottawa","Y","7932496990","false"
"SCCM,SNOW","5513","CyberArk Software","http://www.cyberark.com/","3","Private","1-888-808-9005","United States","Newton","Y","7932496990","false"
"SCCM,SNOW","5546","Dassault Systemes","http://www.3ds.com/","2","DASTY","33-1-61626162","France","Velizy-Villacoublay","Y","7932496990","false"
"SCCM,SNOW","5588","DataViz","http://www.dataviz.com/","3","Private","1-203-874-0085","United States","Milford","Y","7932496990","false"
"SCCM,SNOW","5867","EMBARCADERO","http://www.embarcadero.com/","3","Private","415-834-3131","United States","San Francisco","Y","7932496990","false"
"SCCM,SNOW","5975","Epson America","http://www.epson.com/cgi-bin/Store/index.jsp?ref=haa","2","Private","562-981-3840","United States","Long Beach","Y","7932496990","false"
"SCCM,SNOW","6184","Fluke Networks","http://www.flukenetworks.com","3","Private","425-347-6100","United States","Everett","Y","7932496990","false"
"SCCM,SNOW","6218","Free Software Foundation","http://www.fsf.org/","3","","1-617-542-5942","United States","Boston","Y","7932496990","false"
"SCCM,SNOW","6245","Fujitsu","http://www.fujitsu.com/","1","OTC:FJTSY","81-3-6252-2220","Japan","Tokyo","Y","7932496990","false"
"SCCM,SNOW","6275","Garmin","http://www.garmin.com/","2","GRMN","913-397-8200","United States","Olathe","Y","7932496990","false"
"SCCM,SNOW","6517","IBM","http://www.ibm.com","1","IBM","1-800-426-4968","United States","Armonk","Y","7932496990","false"
"SCCM,SNOW","6536","Idera","http://www.idera.com/","3","Private","713.523.4433","United States","Houston","Y","7932496990","false"
"SCCM,SNOW","6720","Intel","http://www.intel.com","1","INTC","1-408-7658080","United States","Santa Clara","Y","7932496990","false"
"SCCM,SNOW","6798","Intuit","http://www.intuit.com/","1","INTU","650-944-6000","United States","Mountain View","Y","7932496990","false"
"SCCM,SNOW","7020","Lantronix","http://www.lantronix.com/","3","LTRX","","","","Y","7932496990","false"
"SCCM,SNOW","7116","Logitech","http://www.logitech.com/","2","LOGI","510-795-8500","United States","Newark","Y","7932496990","false"
"SCCM,SNOW","7233","Matrox Electronic Systems","http://www.matrox.com/","3","Private","(514) 822-6000","Canada","Montreal","Y","7932496990","false"
"SCCM,SNOW","7256","McAfee","http://www.mcafee.com/","1","Private","1-408-988-3832","United States","Santa Clara","Y","7932496990","false"
"SCCM,SNOW","7343","Micro Focus","http://www.microfocus.com/","1","MCRO","301-838-5000","United States","Rockville","Y","7932496990","false"
"SCCM,SNOW","7365","Microsoft","http://www.microsoft.com","1","MSFT","425-882-8080","United States","Redmond","Y","7932496990","false"
"SCCM,SNOW","7397","Minitab","http://www.minitab.com/","2","Private","814-238-3280","United States","State College","Y","7932496990","false"
"SCCM,SNOW","7435","Kofax","http://www.kofax.com/","3","Private","","","","Y","7932496990","false"
"SCCM,SNOW","7573","NETGEAR","http://www.netgear.com/","2","NTGR","1-408-9078000","United States","San Jose","Y","7932496990","false"
"SCCM,SNOW","7597","NetSupport","http://www.netsupportsoftware.com/","3","Private","+44 1778 382270","","Peterborough","Y","7932496990","false"
"SCCM,SNOW","7796","OpenText","http://www.opentext.com","2","OTEX","1-800-499-6544","Canada","Waterloo","Y","7932496990","false"
"SCCM,SNOW","7809","Opera Software","http://www.opera.com/","3","Private","","","","Y","7932496990","false"
"SCCM,SNOW","7835","Oracle","http://www.oracle.com","1","ORCL","1-800-633-0738","United States","Redwood City","Y","7932496990","false"
"SCCM,SNOW","8076","NVIDIA","http://www.nvidia.com","3","NVDA","1+ (408) 486-2000","United States","Santa Clara","Y","7932496990","false"
"SCCM,SNOW","8323","BlackBerry","http://www.blackberry.com/","1","NYSE: BB","(519) 888-7465","Canada","Waterloo","Y","7932496990","false"
"SCCM,SNOW","8458","SAP","http://www.sap.com","1","SAP","49-62-27747474","Germany","Walldorf","Y","7932496990","false"
"SCCM,SNOW","8465","SAS Institute","http://www.sas.com/","2","Private","919-677-8000","United States","Cary","Y","7932496990","false"
"SCCM,SNOW","8514","Seagate Technology","http://www.seagate.com/","1","STX","831-438-6550","United States","Cupertino","Y","7932496990","false"
"SCCM,SNOW","8541","Epson","http://www.epson.co.jp/e/","3","Private","","Japan","Nagano","Y","7932496990","false"
"SCCM,SNOW","8676","Smith Micro Software","http://www.smithmicro.com/","3","SMSI","+1 412-837-5300","","Pittsburgh","Y","7932496990","false"
"SCCM,SNOW","9030","TechSmith","http://www.techsmith.com/","2","Private","+1 (517) 381-2300","United States","Okemos","Y","7932496990","false"
"SCCM,SNOW","9091","Tenable","http://www.tenablesecurity.com/","3","Private","+1 (410) 872-0555","United States","Columbia","Y","7932496990","false"
"SCCM,SNOW","9121","Apache Software Foundation","http://www.apache.org/","1","Private","1-410-420-0140","United States","Forest Hill","Y","7932496990","false"
"SCCM,SNOW","9199","TimeValue Software","http://www.timevalue.com/","3","Private","","","","Y","7932496990","false"
"SCCM,SNOW","9272","Trend Micro","http://www.trendmicro.com/","2","TMIC","81-3-53344899","Japan","Tokyo","Y","7932496990","false"
"SCCM,SNOW","9285","Trintech Group","http://www.trintech.com/","3","TTPA","+1 (800) 416-0075","United States","Addison","Y","7932496990","false"
"SCCM,SNOW","9292","Tripwire","http://www.tripwire.com/","3","","","","","Y","7932496990","false"
"SCCM,SNOW","9569","VMware","http://www.vmware.com/","1","VMW","1-877-486-9273","United States","Palo Alto","Y","7932496990","false"
"SCCM,SNOW","9662","Western Digital","http://www.wdc.com/en/","1","NYSE:WDC","1-949-6727000","United States","San Jose","Y","7932496990","false"
"SCCM,SNOW","9754","Xerox","http://www.xerox.com/","1","XRX","1-203-968-3000","United States","Norwalk","Y","7932496990","false"
"SCCM,SNOW","13756","Honeywell","http://www.honeywell.com/","1","NYSE:HON","973-455-2000","United States","Morris Town","Y","7932496990","false"
"SCCM,SNOW","13778","Kensington","http://www.kensington.com/","3","Private","","United States","San Mateo","Y","7932496990","false"
"SCCM,SNOW","13809","Massachusetts Institute of Technology","http://web.mit.edu/","3","Private","(617) 253-1000","United States","Cambridge","Y","7932496990","false"
"SCCM,SNOW","13829","OpenBSD","http://www.openbsd.org/","3","Private","","Canada","","Y","7932496990","false"
"SCCM,SNOW","13909","NTP Public Services Project","http://www.udel.edu/","3","Private","+1 302-831-2792","","Newark","Y","7932496990","false"
"SCCM,SNOW","13915","VanDyke Software","http://www.vandyke.com/","3","Private","505-332-5700","United States","Albuquerque","Y","7932496990","false"
"SCCM,SNOW","465846","RealVNC","http://www.realvnc.com","3","Private","0800 888 6410","United Kingdom","Cambridge","Y","7932496990","false"
"SCCM,SNOW","475460","WinRAR","http://www.rarlab.com/","1","Private","","Germany","Berlin","Y","7932496990","false"
"SCCM,SNOW","593569","Earth Networks","http://earthnetworks.com/","3","Private","301-417-5244","United States","Germantown","Y","7932496990","false"
"SCCM,SNOW","593620","Mozilla","http://www.mozilla.org/","1","Private","650-903-0800","United States","Mountain View","Y","7932496990","false"
"SCCM,SNOW","593636","SSH Communications Security","http://www.ssh.com/","3","Private","(781) 247-2100","United States","Waltham","Y","7932496990","false"
"SCCM,SNOW","593638","Schneider Electric","https://www.schneider-electric.us/en/","3","Private","","France","Paris","Y","7932496990","false"
"SCCM,SNOW","594348","Google","http://www.google.com/","1","Private","650-253-0000","United States","Mountain View","Y","7932496990","false"
"SCCM,SNOW","594406","Python Software Foundation","http://www.python.org/","3","Private","","United States","Wilmington","Y","7932496990","false"
"SCCM,SNOW","899442","H&R Block","http://www.hrblock.com/","2","NYSE:HRB","800-472-5625","United States","Kansas City","Y","7932496990","false"
"SCCM,SNOW","900655","Yahoo!","http://www.yahoo.com/","1","Private","408-349-3300","United States","Sunnyvale","Y","7932496990","false"
"SCCM,SNOW","921529","Verizon Communications","http://www22.verizon.com/","3","VZ","","United States","Columbia","Y","7932496990","false"
"SCCM,SNOW","922971","WinSCP","http://winscp.net/eng/index.php","3","Private","","Czechia","Prague","Y","7932496990","false"
"SCCM,SNOW","964465","Sony","http://www.sony.net/","1","SNE","81-3-67482111","Japan","Tokyo","Y","7932496990","false"
"SCCM,SNOW","993468","LG Electronics","http://www.lge.com/","1","066570","82-2-37771114","South Korea","Seoul","Y","7932496990","false"
"SCCM,SNOW","1054842","Broadcom","http://www.broadcom.com/","1","AVGO","949-926-5000","United States","Irvine","Y","7932496990","false"
"SCCM,SNOW","1054847","Zebra Technologies","http://www.zebra.com","3","ZBRA","847-634-6700","United States","Lincolnshire","Y","7932496990","false"
"SCCM,SNOW","1061255","Analog Devices","http://www.analog.com/","3","ADI","1-781-3294700","United States","Norwood","Y","7932496990","false"
"SCCM,SNOW","1061834","Advanced Micro Devices","http://www.amd.com/us-en/","3","AMD","1-408-7494000","United States","Santa Clara","Y","7932496990","false"
"SCCM,SNOW","1062101","FactSet Research Systems","http://www.factset.com/","3","FDS","1-203-8101000","United States","Norwalk","Y","7932496990","false"
"SCCM,SNOW","1071982","TomTom","http://www.tomtom.com/index.php?Language=1&TT=51f662644b956f3e7600bd8f14364bca","3","TOM2","","","","Y","7932496990","false"
"SCCM,SNOW","1075618","Sling Media","http://www.slingmedia.com","3","Private","","","","Y","7932496990","false"
"SCCM,SNOW","1076550","HTC","http://www.htc.com/index.htm","3","TPE:2498","","","","Y","7932496990","false"
"SCCM,SNOW","1076908","Axway","http://www.axway.com/","3","Private","1-480-627-1800","United States","Phoenix","Y","7932496990","false"
"SCCM,SNOW","1114765","pdfforge","http://www.pdfforge.org","3","","","","","Y","7932496990","false"
"SCCM,SNOW","1129697","Nitro","https://www.gonitro.com/","3","","","","","Y","7932496990","false"
"SCCM,SNOW","1133969","Foxit","http://www.foxitsoftware.com","3","","510-438-9090","United States","Fremont","Y","7932496990","false"
"SCCM,SNOW","1133970","Artifex Software","http://www.artifex.com","3","","1-415-492-9861","United States","San Rafael","Y","7932496990","false"
"SCCM,SNOW","1133975","Softland","http://www.novapdf.com","3","Private","0040-364-401338","Romania","Cluj-Napoca","Y","7932496990","false"
"SCCM,SNOW","1206238","DYMO","http://www.dymo.com/en-US","3","","1-877-724-8324","United States","Stamford","Y","7932496990","false"
"SCCM,SNOW","1218350","Belarc","http://www.belarc.com/","3","","+1 978-461-1100","United States","Maynard","Y","7932496990","false"
"SCCM,SNOW","1292099","TrueCrypt Foundation","http://www.truecrypt.org/","3","Private","","United States","","Y","7932496990","false"
"SCCM,SNOW","1342323","Nmap","https://nmap.org/","3","Private","","United States","Seattle","Y","7932496990","false"
